run_id,domain,variant,observation_protocol,repeat_index,seed,source_commit,raw_terminal_status,infrastructure_failure,causal_category,cp_terminal_kind,cp_terminal_stage,cp_terminal_summary,observation_success,object_estimation_success,initial_state_success,goal_state_success,pddl_valid,fd_invoked,symbolic_plan_found,symbolic_plan_nonempty,val_plan_valid,identity_attempted,identity_success,refinement_attempted,refinement_success,execution_projection_available,execution_attempted,execution_success,generated_goal_evaluated,hidden_benchmark_evaluated,first_plan_attempt_index,first_nonempty_plan_attempt_index,number_of_symbolic_plans_generated,number_of_nonempty_symbolic_plans,number_of_val_valid_plans,best_symbolic_plan_length,final_selected_plan_length,actual_task_success,ground_truth_feasible,raw_predicted_infeasible,generated_goal_satisfied,generated_goal_atoms_passed,generated_goal_atoms_total,generated_goal_atom_coverage,benchmark_requirements_passed,benchmark_requirements_total,benchmark_requirement_coverage,fm_calls,object_calls,init_calls,goal_calls,cp_calls,inspections,controller_actions,end_to_end_seconds,fm_latency_seconds,symbolic_planning_seconds,refinement_seconds,execution_seconds
kitchen__I3_MISSING_SOUP_UTENSIL__initial_observation_only__r03,kitchen,I3_MISSING_SOUP_UTENSIL,initial_observation_only,3,240093,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,False,True,,0,0,,4,8,0.5,7,1,1,2,3,0,0,312.131090365001,310.37710451197927,,,0.0
kitchen__I3_MISSING_SOUP_UTENSIL__initial_observation_only__r04,kitchen,I3_MISSING_SOUP_UTENSIL,initial_observation_only,4,240094,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,False,True,,0,0,,4,8,0.5,8,1,2,2,3,0,0,329.18775361398,327.51856536601554,,,0.0
kitchen__I4_MISSING_KETTLE__fixed_full_inspection__r00,kitchen,I4_MISSING_KETTLE,fixed_full_inspection,0,240105,4532495142b7a365d8bdba43f1776ab798818a28,FM_OBJECT_FAILURE,False,UNRESOLVED_FM_FAILURE,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,0,0,0,,,False,,,,0,0,,0,0,,,0,0,0,0,0,0,143.227837,,,,
kitchen__I4_MISSING_KETTLE__fixed_full_inspection__r01,kitchen,I4_MISSING_KETTLE,fixed_full_inspection,1,240106,4532495142b7a365d8bdba43f1776ab798818a28,IDENTITY_FAILURE,False,UNRESOLVED_IDENTITY_FAILURE,INFRASTRUCTURE,,corrective-planning model unavailable: CORRECTIVE_PLANNING transport failed: Connection error.,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,1,1,1,1,1,4,,False,False,False,,0,0,,4,8,0.5,6,1,2,2,1,5,0,1032.2948368880025,911.9120891720522,0.17127490299753845,,0.0
kitchen__I4_MISSING_KETTLE__fixed_full_inspection__r02,kitchen,I4_MISSING_KETTLE,fixed_full_inspection,2,240107,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,False,True,,0,0,,4,8,0.5,7,1,1,2,3,5,0,357.81885276699904,350.20433981803944,,,0.0
kitchen__I4_MISSING_KETTLE__fixed_full_inspection__r03,kitchen,I4_MISSING_KETTLE,fixed_full_inspection,3,240108,4532495142b7a365d8bdba43f1776ab798818a28,FM_OBJECT_FAILURE,False,UNRESOLVED_FM_FAILURE,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,0,0,0,,,False,,,,0,0,,0,0,,,0,0,0,0,0,0,196.838429,,,,
kitchen__I4_MISSING_KETTLE__fixed_full_inspection__r04,kitchen,I4_MISSING_KETTLE,fixed_full_inspection,4,240109,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,False,True,,0,0,,4,8,0.5,7,1,1,2,3,5,0,1038.2666076449968,1030.628160371998,,,0.0
kitchen__I4_MISSING_KETTLE__initial_observation_only__r00,kitchen,I4_MISSING_KETTLE,initial_observation_only,0,240100,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,0,0,2,2,2,5,,False,False,True,,0,0,,4,8,0.5,7,1,1,2,3,0,0,292.89561690800474,291.0049210570287,0.1283478870172985,,0.0
kitchen__I4_MISSING_KETTLE__initial_observation_only__r01,kitchen,I4_MISSING_KETTLE,initial_observation_only,1,240101,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,0,0,2,2,2,5,,False,False,True,,0,0,,4,8,0.5,7,1,1,2,3,0,0,276.7640971810033,274.7311412320123,0.15962737501831725,,0.0
kitchen__I4_MISSING_KETTLE__initial_observation_only__r02,kitchen,I4_MISSING_KETTLE,initial_observation_only,2,240102,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,0,0,2,2,2,5,,False,False,True,,0,0,,4,8,0.5,7,1,1,2,3,0,0,264.74712627902045,261.4940029779973,0.16201586899114773,,0.0
kitchen__I4_MISSING_KETTLE__initial_observation_only__r03,kitchen,I4_MISSING_KETTLE,initial_observation_only,3,240103,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,0,0,2,2,2,5,,False,False,True,,0,0,,4,8,0.5,7,1,1,2,3,0,0,297.85754701899714,295.95756943302695,0.13397425500443205,,0.0
kitchen__I4_MISSING_KETTLE__initial_observation_only__r04,kitchen,I4_MISSING_KETTLE,initial_observation_only,4,240104,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,0,0,2,2,2,5,,False,False,True,,0,0,,4,8,0.5,7,1,1,2,3,0,0,295.5731632359966,293.76995776200783,0.13164041400887072,,0.0
kitchen__I5_MISSING_COFFEE_JAR__fixed_full_inspection__r00,kitchen,I5_MISSING_COFFEE_JAR,fixed_full_inspection,0,240115,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,False,True,,0,0,,4,8,0.5,8,1,2,2,3,5,0,87.16749462899998,79.97021933300005,,,0.0
kitchen__I5_MISSING_COFFEE_JAR__fixed_full_inspection__r01,kitchen,I5_MISSING_COFFEE_JAR,fixed_full_inspection,1,240116,4532495142b7a365d8bdba43f1776ab798818a28,BENCHMARK_FAILURE,False,PLAN_FOUND,,,,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,0,,1,0,1,0,0,False,False,False,False,0,2,0.0,4,8,0.5,5,1,2,2,0,5,,69.62462452099999,60.850488463000204,0.1617532760000131,,0.032370046999972146
kitchen__I5_MISSING_COFFEE_JAR__fixed_full_inspection__r02,kitchen,I5_MISSING_COFFEE_JAR,fixed_full_inspection,2,240117,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,False,True,,0,0,,4,8,0.5,8,1,2,2,3,5,0,521.5695911300136,514.217829613015,,,0.0
kitchen__I5_MISSING_COFFEE_JAR__fixed_full_inspection__r03,kitchen,I5_MISSING_COFFEE_JAR,fixed_full_inspection,3,240118,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_IDENTITY_FAILURE,ENTITY_RESOLUTION,ENTITY_RESOLUTION,no class-compatible visible entity is close enough to 'coffee_pot_1',True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,0,0,4,4,4,3,,False,False,True,,0,0,,4,8,0.5,7,1,1,2,3,5,0,56.58718250499999,47.37026278400015,0.1421342949998916,,0.0
kitchen__I5_MISSING_COFFEE_JAR__fixed_full_inspection__r04,kitchen,I5_MISSING_COFFEE_JAR,fixed_full_inspection,4,240119,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,False,True,,0,0,,4,8,0.5,8,1,2,2,3,5,0,1001.9940497500065,994.1887945930066,,,0.0
kitchen__I5_MISSING_COFFEE_JAR__initial_observation_only__r00,kitchen,I5_MISSING_COFFEE_JAR,initial_observation_only,0,240110,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_IDENTITY_FAILURE,ENTITY_RESOLUTION,ENTITY_RESOLUTION,no class-compatible visible entity is close enough to 'cup_1',True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,0,0,3,3,3,3,,False,False,True,,0,0,,4,8,0.5,7,1,1,2,3,0,0,883.3819473419862,881.1346669579798,0.15556227098568343,,0.0
kitchen__I5_MISSING_COFFEE_JAR__initial_observation_only__r01,kitchen,I5_MISSING_COFFEE_JAR,initial_observation_only,1,240111,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_IDENTITY_FAILURE,ENTITY_RESOLUTION,ENTITY_RESOLUTION,no class-compatible visible entity is close enough to 'cup_1',True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,0,0,3,3,3,3,,False,False,True,,0,0,,4,8,0.5,7,1,1,2,3,0,0,1005.4310719030036,1003.2715243589191,0.12536318600177765,,0.0
kitchen__I5_MISSING_COFFEE_JAR__initial_observation_only__r02,kitchen,I5_MISSING_COFFEE_JAR,initial_observation_only,2,240112,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_IDENTITY_FAILURE,ENTITY_RESOLUTION,ENTITY_RESOLUTION,no class-compatible visible entity is close enough to 'cup_1',True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,0,0,3,3,3,3,,False,False,True,,0,0,,4,8,0.5,7,1,1,2,3,0,0,897.8523907359922,895.7394084819825,0.13942542500444688,,0.0
kitchen__I5_MISSING_COFFEE_JAR__initial_observation_only__r03,kitchen,I5_MISSING_COFFEE_JAR,initial_observation_only,3,240113,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_IDENTITY_FAILURE,ENTITY_RESOLUTION,ENTITY_RESOLUTION,no class-compatible visible entity is close enough to 'cup_1',True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,0,0,3,3,3,3,,False,False,True,,0,0,,4,8,0.5,7,1,1,2,3,0,0,303.77788950598915,301.7505798540078,0.11864401001366787,,0.0
kitchen__I5_MISSING_COFFEE_JAR__initial_observation_only__r04,kitchen,I5_MISSING_COFFEE_JAR,initial_observation_only,4,240114,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_IDENTITY_FAILURE,ENTITY_RESOLUTION,ENTITY_RESOLUTION,no class-compatible visible entity is close enough to 'cup_1',True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,0,0,3,3,3,3,,False,False,True,,0,0,,4,8,0.5,7,1,1,2,3,0,0,73.87037209499994,71.58892889300017,0.16354756099997303,,0.0
living_room__F0_ALL_OBJECTS_IN_STAGING__fixed_full_inspection__r00,living_room,F0_ALL_OBJECTS_IN_STAGING,fixed_full_inspection,0,240125,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,2,6,0.3333333333333333,7,1,1,2,3,0,0,897.6557975299947,896.4912099209905,,,0.0
living_room__F0_ALL_OBJECTS_IN_STAGING__fixed_full_inspection__r01,living_room,F0_ALL_OBJECTS_IN_STAGING,fixed_full_inspection,1,240126,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,2,6,0.3333333333333333,7,1,1,2,3,0,0,33.27576176700006,32.29275785599987,,,0.0
living_room__F0_ALL_OBJECTS_IN_STAGING__fixed_full_inspection__r02,living_room,F0_ALL_OBJECTS_IN_STAGING,fixed_full_inspection,2,240127,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,2,6,0.3333333333333333,7,1,1,2,3,0,0,32.85878493400003,31.85482511200007,,,0.0
living_room__F0_ALL_OBJECTS_IN_STAGING__fixed_full_inspection__r03,living_room,F0_ALL_OBJECTS_IN_STAGING,fixed_full_inspection,3,240128,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,2,6,0.3333333333333333,7,1,1,2,3,0,0,21.036841808000077,20.129108417999987,,,0.0
living_room__F0_ALL_OBJECTS_IN_STAGING__fixed_full_inspection__r04,living_room,F0_ALL_OBJECTS_IN_STAGING,fixed_full_inspection,4,240129,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,2,6,0.3333333333333333,7,1,1,2,3,0,0,24.86821763599994,23.8721002059998,,,0.0
living_room__F0_ALL_OBJECTS_IN_STAGING__initial_observation_only__r00,living_room,F0_ALL_OBJECTS_IN_STAGING,initial_observation_only,0,240120,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,2,6,0.3333333333333333,7,1,1,2,3,0,0,463.83083536400227,462.77330838906346,,,0.0
living_room__F0_ALL_OBJECTS_IN_STAGING__initial_observation_only__r01,living_room,F0_ALL_OBJECTS_IN_STAGING,initial_observation_only,1,240121,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,2,6,0.3333333333333333,7,1,1,2,3,0,0,36.65799234200006,35.701147350000156,,,0.0
living_room__F0_ALL_OBJECTS_IN_STAGING__initial_observation_only__r02,living_room,F0_ALL_OBJECTS_IN_STAGING,initial_observation_only,2,240122,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,2,6,0.3333333333333333,7,1,1,2,3,0,0,46.99864964999995,46.033887265999965,,,0.0
living_room__F0_ALL_OBJECTS_IN_STAGING__initial_observation_only__r03,living_room,F0_ALL_OBJECTS_IN_STAGING,initial_observation_only,3,240123,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,2,6,0.3333333333333333,7,1,1,2,3,0,0,45.782018852999954,44.81798012699983,,,0.0
living_room__F0_ALL_OBJECTS_IN_STAGING__initial_observation_only__r04,living_room,F0_ALL_OBJECTS_IN_STAGING,initial_observation_only,4,240124,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,2,6,0.3333333333333333,7,1,1,2,3,0,0,29.68412842300006,28.688186485000074,,,0.0
living_room__F1_LEFT_SAUCER_PREPLACED__fixed_full_inspection__r00,living_room,F1_LEFT_SAUCER_PREPLACED,fixed_full_inspection,0,240135,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,2,6,0.3333333333333333,7,1,1,2,3,0,0,36.42295407100005,35.33626092700001,,,0.0
living_room__F1_LEFT_SAUCER_PREPLACED__fixed_full_inspection__r01,living_room,F1_LEFT_SAUCER_PREPLACED,fixed_full_inspection,1,240136,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,2,6,0.3333333333333333,7,1,1,2,3,0,0,28.726626689,27.744541067,,,0.0
living_room__F1_LEFT_SAUCER_PREPLACED__fixed_full_inspection__r02,living_room,F1_LEFT_SAUCER_PREPLACED,fixed_full_inspection,2,240137,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,2,6,0.3333333333333333,7,1,1,2,3,0,0,23.347520012000018,22.35067795200007,,,0.0
living_room__F1_LEFT_SAUCER_PREPLACED__fixed_full_inspection__r03,living_room,F1_LEFT_SAUCER_PREPLACED,fixed_full_inspection,3,240138,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,2,6,0.3333333333333333,7,1,1,2,3,0,0,28.550179680000042,27.5738935789999,,,0.0
living_room__F1_LEFT_SAUCER_PREPLACED__fixed_full_inspection__r04,living_room,F1_LEFT_SAUCER_PREPLACED,fixed_full_inspection,4,240139,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,2,6,0.3333333333333333,7,1,1,2,3,0,0,25.910652501999948,24.77397747300006,,,0.0
living_room__F1_LEFT_SAUCER_PREPLACED__initial_observation_only__r00,living_room,F1_LEFT_SAUCER_PREPLACED,initial_observation_only,0,240130,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,2,6,0.3333333333333333,7,1,1,2,3,0,0,25.843902421000053,24.78520750600012,,,0.0
living_room__F1_LEFT_SAUCER_PREPLACED__initial_observation_only__r01,living_room,F1_LEFT_SAUCER_PREPLACED,initial_observation_only,1,240131,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,2,6,0.3333333333333333,7,1,1,2,3,0,0,30.429733714999998,29.51415160700003,,,0.0
living_room__F1_LEFT_SAUCER_PREPLACED__initial_observation_only__r02,living_room,F1_LEFT_SAUCER_PREPLACED,initial_observation_only,2,240132,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,2,6,0.3333333333333333,7,1,1,2,3,0,0,30.527480776999937,29.57652827400011,,,0.0
living_room__F1_LEFT_SAUCER_PREPLACED__initial_observation_only__r03,living_room,F1_LEFT_SAUCER_PREPLACED,initial_observation_only,3,240133,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,2,6,0.3333333333333333,7,1,1,2,3,0,0,39.984058293999965,38.98006538499999,,,0.0
living_room__F1_LEFT_SAUCER_PREPLACED__initial_observation_only__r04,living_room,F1_LEFT_SAUCER_PREPLACED,initial_observation_only,4,240134,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,2,6,0.3333333333333333,7,1,1,2,3,0,0,32.755865771,31.795420456999977,,,0.0
living_room__F2_LEFT_SAUCER_ON_SHARED__fixed_full_inspection__r00,living_room,F2_LEFT_SAUCER_ON_SHARED,fixed_full_inspection,0,240145,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,2,6,0.3333333333333333,7,1,1,2,3,0,0,21.432880003000037,20.42962890400031,,,0.0
living_room__F2_LEFT_SAUCER_ON_SHARED__fixed_full_inspection__r01,living_room,F2_LEFT_SAUCER_ON_SHARED,fixed_full_inspection,1,240146,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,2,6,0.3333333333333333,7,1,1,2,3,0,0,29.00100278100001,28.029043731,,,0.0
living_room__F2_LEFT_SAUCER_ON_SHARED__fixed_full_inspection__r02,living_room,F2_LEFT_SAUCER_ON_SHARED,fixed_full_inspection,2,240147,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,2,6,0.3333333333333333,7,1,1,2,3,0,0,26.670274456000016,25.740791387000172,,,0.0
living_room__F2_LEFT_SAUCER_ON_SHARED__fixed_full_inspection__r03,living_room,F2_LEFT_SAUCER_ON_SHARED,fixed_full_inspection,3,240148,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,2,6,0.3333333333333333,7,1,1,2,3,0,0,18.48470999899996,17.43134893899969,,,0.0
living_room__F2_LEFT_SAUCER_ON_SHARED__fixed_full_inspection__r04,living_room,F2_LEFT_SAUCER_ON_SHARED,fixed_full_inspection,4,240149,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,2,6,0.3333333333333333,7,1,1,2,3,0,0,17.414006829000073,16.42167974999984,,,0.0
living_room__F2_LEFT_SAUCER_ON_SHARED__initial_observation_only__r00,living_room,F2_LEFT_SAUCER_ON_SHARED,initial_observation_only,0,240140,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,2,6,0.3333333333333333,7,1,1,2,3,0,0,35.729795962000026,34.73613008799987,,,0.0
